ngay_dang,loai_hinh,dien_tich,gia,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tinh_trang_noi_that,link
27/10/2025,Nhà mặt phố tại đường Đặng Thùy Trâm,110 m²,75 tỷ,& hồ sơ kỹ thuật:,8.0,8.0,"văn phòng hiện đại, tiêu chuẩn vận hành chuyên nghiệp.",https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-thuy-tram-phuong-nghia-tan-3/toa-van-ng-9-tang-trung-tam-cau-giay-dong-tien-150tr-thang-pr44390893
24/10/2025,Nhà mặt phố tại đường Đặng Tiến Đông,75 m²,"42,3 tỷ",Hợp đồng mua bán,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-tien-dong-phuong-thinh-quang/sieu-pham-view-ho-hoang-cau-sam-uat-da-kinh-doanh-pr44363026
29/10/2025,Nhà mặt phố tại đường Đặng Tiến Đông,37 m²,20 tỷ,Sổ đỏ/ Sổ hồng,5.0,4.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-tien-dong-phuong-trung-liet/-phan-lo-o-to-tranh-kinh-doanh-da-4-tang-37m-mt-4-1m-view-cong-pr44407979
19/10/2025,Nhà mặt phố tại đường Đặng Văn Ngữ,85 m²,"26,5 tỷ",Sổ đỏ/ Sổ hồng,6.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-van-ngu-phuong-nam-dong/-dan-xay-chac-dep-2-thoang-vinh-cuu-kinh-doanh-vo-doi-gan-ho-85m-5t-pr42761555
20/10/2025,Nhà mặt phố tại đường Đào Duy Từ,80 m²,72 tỷ,Sổ đỏ/ Sổ hồng,11.0,11.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-duy-tu-phuong-hang-buom/ban-hoan-kiem-80m2x5-tang-mt-5-4m-gia-70-ty-co-hiem-ban-xay-moi-pr43743076
27/10/2025,Nhà mặt phố tại đường Đào Duy Từ,78 m²,75 tỷ,Sổ đỏ/ Sổ hồng,15.0,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-duy-tu-phuong-hang-buom/ban-khach-san-15-phong-so-do-chinh-chu-pr44384235
23/10/2025,Nhà mặt phố tại đường Đào Tấn,125 m²,82 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-tan-phuong-cong-vi/vip-hiem-ban-toa-mp-125m2-6-g-chi-82-ty-pr44354068
29/10/2025,Nhà mặt phố tại đường Đê La Thành,33 m²,"12,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-de-la-thanh_1-phuong-giang-vo/-via-he-rong-trung-tam-thu-do-kinh-doanh-sam-uat-33m2-12-5-ty-pr44404835
29/10/2025,Nhà mặt phố tại đường Đê La Thành,42 m²,"18,98 tỷ","Sổ đỏ vuông nở hậu tài lộc, sang tên ngay.",2.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-de-la-thanh_1-phuong-o-cho-dua/-thanh-nga-6-ch-l-gc-2-thang-s-n-hau-gia-18-9ty-khng-quy-hach-pr44405894
23/10/2025,Nhà mặt phố tại đường Đê La Thành,45 m²,40 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-de-la-thanh_1-phuong-o-cho-dua/ban-thanh-dt-45m-7-tang-mt5m-gia-40-ty-pr44359222
27/10/2025,Nhà mặt phố tại Khu đô thị Đền Lừ I,90 m²,"53,5 tỷ",Sổ đỏ/ Sổ hồng,9.0,9.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-den-lu-phuong-hoang-van-thu-4-prj-khu-do-thi-den-lu-i/-hiem-lo-goc-chu-can-gap-giam-them-6-ty-ban-toa-vp-9-tang-view-ho-mai-pr44383028
27/10/2025,Nhà mặt phố tại đường Đền Lừ,90 m²,58 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-den-lu-phuong-hoang-van-thu-4/ban-toa-phong-ho-90m-ngang-6m-9-tang-tm-lo-goc-view-ho-dong-tien-cuc-cao-pr44384223
30/10/2025,Nhà mặt phố tại đường Định Công,100 m²,32 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-cong-phuong-dinh-cong/-kinh-doanh-sam-uat-320tr-m2-can-dep-gia-tot-lh-ngay-pr44412931
28/10/2025,Nhà mặt phố tại đường Định Công,100 m²,32 tỷ,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-cong-phuong-phuong-liet/-kinh-doanh-sam-uat-320tr-m2-can-dep-gia-tot-lh-ngay-pr44386134
19/10/2025,Nhà mặt phố tại đường Định Công Thượng,26 m²,"6,98 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-cong-thuong-phuong-dinh-cong/-26m2-kinh-doanh-sam-uat-pr44320698
24/10/2025,Nhà mặt phố tại đường Định Công Thượng,160 m²,35 tỷ,Sổ đỏ/ Sổ hồng,3.0,4.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-cong-thuong-phuong-dinh-cong/toi-can-ban-3-tang-dt-160m-so-do-gia-33-ty-pr43810002
29/10/2025,Nhà mặt phố tại đường Đình Thôn,100 m²,"33,9 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-thon-phuong-my-dinh-1/chinh-chu-ban-3-tang-via-he-kd-100-m2-mt-5-m-gia-33-9-ty-pr44405478
25/10/2025,Nhà mặt phố tại đường Đỗ Hành,145 m²,106 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-hanh-phuong-nguyen-du/sieu-hiem-mp-yet-kieu-hbt-141m2-tien-7m-so-vuong-det-gia-106-ty-dat-vang-trung-tam-pr44260919
30/10/2025,Nhà mặt phố tại đường Do Lộ,50 m²,"12,2 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-lo-phuong-yen-nghia-1/ban-truc-chinh-dich-vu-khu-a-dien-tich-50m-6-tang-tien-5m-gia-12-2-ty-pr44414406
30/10/2025,Nhà mặt phố tại đường Đoàn Thị Điểm,159 m²,110 tỷ,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doan-thi-diem-phuong-cat-linh/ban-toa-van-ng-dong-da-9t-co-ham-159m-dong-tien-cao-3-thoang-ban-110-ty-pr44414329
30/10/2025,Nhà mặt phố tại đường Đoàn Thị Điểm,177 m²,150 tỷ,"rõ ràng, sổ đỏ chính chủ. Giá 150 tỷ (có thương lượng).",,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doan-thi-diem-phuong-hang-bot-1/ban-toa-vp-9-tang-vip-177m-vi-tri-vang-h-thu-khung-hon-100-ty-pr44414660
29/10/2025,Nhà mặt phố tại đường Đoàn Thị Điểm,65 m²,32 tỷ,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doan-thi-diem-phuong-van-mieu-quoc-tu-giam/ban-dt-65m2-tien-4m-vi-tri-vang-trung-tam-dong-da-chi-32-ty-pr44407725
30/10/2025,Nhà mặt phố tại đường Đội Cấn,82 m²,62 tỷ,"Sổ đỏ chính chủ, sẵn sàng giao dịch ngay",4.0,12.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-doi-can/ban-trung-tam-ba-dinh-9-tang-1-ham-xay-moi-van-ng-tien-7-65m-pr44284022
30/10/2025,Nhà mặt phố tại đường Đội Cấn,86 m²,"62,5 tỷ",Sổ đỏ/ Sổ hồng,10.0,10.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-lieu-giai/sieu-pham-toa-van-ng-quan-ba-dinh-kinh-doanh-dinh-86m2-10t-tien-8m-gia-62-5-ty-pr44276293
27/10/2025,Nhà mặt phố tại đường Đội Cấn,86 m²,62 tỷ,Sổ đỏ/ Sổ hồng,10.0,10.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-ngoc-ha/chinh-chu-ban-toa-10-tang-mp-dai-yen-dt86m2-mt7-9-gia-60-ty-pr44301526
20/10/2025,Nhà mặt phố tại đường Đội Nhân,101 m²,38 tỷ,"đầy đủ, không lo về giấy tờ.",5.0,3.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-nhan-phuong-vinh-phuc/ban-ba-dinh-101m-4-tang-tien-7m-vi-tri-trung-tam-kinh-doanh-dinh-sieu-dep-pr44328372
27/10/2025,Nhà mặt phố tại đường Đội Nhân,50 m²,"17,4 tỷ",Sổ đỏ/ Sổ hồng,6.0,6.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-nhan-phuong-vinh-phuc/hiem-17-ty-ban-n-ba-dinh-50m2-7-tang-via-he-kinh-doanh-o-to-tranh-pr44221879
17/10/2025,Nhà mặt phố tại đường Đồng Cổ,45 m²,"21,8 tỷ","sổ đỏ vuông đẹp, chính chủ, sẵn sàng giao dịch.",,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-co-phuong-thuy-khue/-tay-ho-lo-goc-o-cho-thang-may-2-tien-dau-tu-kinh-doanh-via-he-rong-o-to-tranh-pr44308916
26/10/2025,Nhà mặt phố tại đường Đồng Me,220 m²,500 triệu/m²,Sổ đỏ/ Sổ hồng,,,Không nội thất,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-me-phuong-me-tri/ban-chinh-nam-tu-liem-ha-noi-500-eu-220m2-tien-16-4m-pr44379898
26/10/2025,Nhà mặt phố tại đường Đồng Me,140 m²,800 triệu/m²,Sổ đỏ/ Sổ hồng,22.0,18.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-me-phuong-me-tri/ban-nam-tu-liem-ha-noi-tien-lon-8-tang-pr44380172
30/10/2025,Nhà mặt phố tại đường Đông Quan,60 m²,"26,6 tỷ",Sổ đỏ/ Sổ hồng,4.0,6.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-quan-phuong-quan-hoa/ban-thong-phung-chi-kien-moi-hien-dai-thang-may-gara-2-oto-pr44412485
30/10/2025,Nhà mặt phố tại đường Dương Đức Hiền,62 m²,"5,25 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-duc-hien-xa-le-chi/ban-mt-5-7m-lo-goc-dt-62m2-san-cua-hang-cho-thue-kinh-doanh-duoc-ngay-pr44414242
20/10/2025,Nhà mặt phố tại đường Dương Khuê,130 m²,67 tỷ,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-khue-phuong-mai-dich/chinh-chu-ban-toa-van-phong-130m-10-tang-tien-9-6m-2-thoang-3-oto-tranh-thue-2ty-pr43453596
30/10/2025,Nhà mặt phố tại đường Dương Văn Bé,40 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,3.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-van-be-phuong-vinh-tuy/tuyet-pham-moi-koong-6-tang-thang-may-hien-dai-pr44410942
22/10/2025,Nhà mặt phố tại đường Duy Tân,288 m²,"179,99 tỷ",Sổ đỏ/ Sổ hồng,9.0,9.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duy-tan-phuong-dich-vong-hau/-cau-giay-288m2-9t-tien-16m-179-ty-pr44349108
25/10/2025,Nhà mặt phố tại đường Duy Tân,2.000 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duy-tan-phuong-dich-vong-hau/ban-toa-office-hang-a-2000m2-dang-cap-nhat-cau-giay-pr44377288
28/10/2025,Nhà mặt phố tại đường Duy Tân,290 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duy-tan-phuong-dich-vong-hau/ban-toa-van-phong-290m-8-g-1-ham-tien-16m-view-cong-vien-pr44277238
21/10/2025,Nhà mặt phố tại đường Duy Tân,300 m²,170 tỷ,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duy-tan-phuong-dich-vong-hau/toa-van-ng-cau-giay-300m2-mt-18m-10-g-thang-may-via-he-4m-view-vuon-hoa-pr43211945
28/10/2025,Nhà mặt phố tại đường Giải Phóng,100 m²,32 tỷ,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-giai-phong-phuong-phuong-mai/-ng-kinh-doanh-sam-uat-320tr-m2-can-dep-gia-tot-lh-pr44395680
16/10/2025,Nhà mặt phố tại đường Giang Văn Minh,50 m²,36 tỷ,Sổ đỏ/ Sổ hồng,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-giang-van-minh-phuong-kim-ma/can-goc-5t-vi-tri-dac-dia-mp-36-thong-phuc-son-tay-via-he-kd-sam-ua-gia-36-ty-pr44295728
23/10/2025,Nhà mặt phố tại đường Giáp Bát,51 m²,"23,4 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-giap-bat-phuong-giap-bat/kinh-doanh-dinh-6-tang-xay-moi-thang-may-51m2-23ty4-co-thuong-luong-nhe-pr44262914
24/10/2025,Nhà mặt phố tại đường Giáp Nhất,71 m²,51 tỷ,Sổ đỏ/ Sổ hồng,6.0,10.0,Gỗ tự nhiên cao cấp,https://batdongsan.com.vn/ban-nha-mat-pho-duong-giap-nhat-phuong-nhan-chinh/ban-view-dep-tai-t-51-ty-71m2-6pn-10wc-8-tang-thanh-xuan-ha-noi-pr43769193
23/10/2025,Nhà mặt phố tại đường Hạ Hồi,96 m²,55 tỷ,Sổ đỏ/ Sổ hồng,16.0,16.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ha-hoi-1-phuong-tran-hung-dao/ban-xom-hoan-kiem-96m2-x-10-tang-m-mt-4-4m-55-ty-16-can-ho-hdua-200-trieu-tng-pr44355098
28/10/2025,Nhà mặt phố tại đường Hà Trì,95 m²,"20,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ha-tri-phuong-ha-cau/-kinh-doanh-sam-uat-100m-5m-tien-5-lan-xe-cy-16-xx-ty-pr41494474
30/10/2025,Nhà mặt phố tại đường Hàn Thuyên,281 m²,171 tỷ,Sổ đỏ/ Sổ hồng,67.0,,đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-han-thuyen-phuong-pham-dinh-ho/ban-khach-san-giua-trai-tim-thu-do-co-281m2-9-tang-tien-8m-pr43601916
21/10/2025,Nhà mặt phố tại đường Hàng Than,486 m²,400 tỷ,,73.0,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hang-than_1-phuong-truc-bach/-dau-tu-sinh-loi-khach-san-tieu-chuan-4-than-voi-73p-mt-16m-dt-486m2-xd-13t-1-ham-pr44336196
26/10/2025,Nhà mặt phố tại đường Hồ Ba Mẫu,80 m²,44 tỷ,Sổ đỏ/ Sổ hồng,6.0,6.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-ba-mau-phuong-phuong-lien/chinh-chu-n-dong-da-80m2-6-tang-44-ty-pr44381818
20/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,70 m²,"38,9 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/-8-tang-thang-may-kinh-doanh-dang-cap-tng-san-van-ng-thang-may-pr42700693
18/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,551 m²,66 tỷ,Sổ đỏ/ Sổ hồng,,1.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/ban-spuse-view-dep-70-ty-551m2-tien-20m-pr42513148
20/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,130 m²,"89,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/ban-toa-van-ng-2-tang-tran-vy-130m2-x-10t-mt-8m-89-5-ty-via-he-6m-pr44140242
25/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,170 m²,152 tỷ,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/ban-toa-van-ng-cau-giay-dien-tich-170m-x-7-tang-tien-8m-lo-goc-pr43773514
24/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,"170,2 m²",154 tỷ,Sổ đỏ/ Sổ hồng,7.0,7.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-mai-dich/toa-van-ng-170-2m2-x-7-tang-lo-goc-3-tien-8x-21m-via-he-12m-154-ty-pr44135283
28/10/2025,Nhà mặt phố tại đường Hồ Tùng Mậu,65 m²,"38,9 tỷ",Sổ đỏ/ Sổ hồng,6.0,7.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-tung-mau-phuong-phu-dien/ban-65m2-7-tang-thang-may-mt-5m-nhinh-38-ty-pr44400451
16/10/2025,Nhà mặt phố tại đường Hồ Văn Chương,140 m²,58 tỷ,Sổ đỏ/ Sổ hồng,1.0,1.0,Không nội thất,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ho-van-chuong-phuong-van-chuong/ban-dat-tang-c4-view-dong-da-140m-c4-tien-10m-58-ty-pr44290942
26/10/2025,Nhà mặt phố tại đường Hoa Bằng,62 m²,"26,5 tỷ",Sổ đỏ/ Sổ hồng,7.0,8.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-bang-phuong-yen-hoa-2/-62m2-3-3m-tien-26-5-ty-gia-tot-nhieu-tien-ich-o-cau-giay-ha-noi-pr44166938
27/10/2025,Nhà mặt phố tại đường Hoa Bằng,62 m²,"26,5 tỷ",Sổ đỏ/ Sổ hồng,,,Full nội thất,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-bang-phuong-yen-hoa-2/-chu-xay-moi-62m2-x-07-tang-thang-may-o-to-do-cua-kinh-doanh-pr44386755
29/10/2025,Nhà mặt phố tại đường Hoa Bằng,62 m²,"26,5 tỷ",Sổ đỏ/ Sổ hồng,9.0,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-bang-phuong-yen-hoa-2/sieu-re-cau-giay-kinh-doanh-o-to-thang-may-dt-62m-x-7-tang-gia-24-9-ty-pr44406353
01/10/2025,Nhà mặt phố tại đường Hoa Lâm,100 m²,"21,99 tỷ",Sổ đỏ/ Sổ hồng,4.0,3.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-lam-phuong-viet-hung-2/chinh-chu-gui-ban-21-99-ty-100m2-q-long-bien-ha-noi-kih-doanh-bat-chap-pr43293178
28/10/2025,Nhà mặt phố tại đường Hoa Lâm,104 m²,"25,4 tỷ",Sổ đỏ/ Sổ hồng,,7.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-lam-phuong-viet-hung-2/toa-dong-tien-7tang-thang-may-tien-11-6m-vi-tri-vang-don-cau-tran-dao-pr44107212
22/10/2025,Nhà mặt phố tại đường Hoàng Hoa Thám,102 m²,58 tỷ,"Sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch",,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-buoi/ban-tam-da-tay-ho-tien-7-6m-so-vuong-banh-chung-pr44248240
25/10/2025,Nhà mặt phố tại đường Hoàng Hoa Thám,146 m²,"35,9 tỷ",,12.0,16.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-quang-trung-17/ban-toa-ha-dong-dt-146m2-6-tang-mt6m-dong-tien-100tr-th-pr44165272
27/10/2025,Nhà mặt phố tại đường Hoàng Mai,85 m²,45 tỷ,Sổ đỏ/ Sổ hồng,5.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-mai-phuong-hoang-van-thu-4/ban-chinh-trung-tam-kdt-den-lu-pr44388100
25/10/2025,Nhà mặt phố tại đường Hoàng Mai,80 m²,"21,8 tỷ",Sổ đỏ/ Sổ hồng,11.0,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-mai-phuong-truong-dinh/-kinh-doanh-dong-tien-khung-pr44372438
20/10/2025,Nhà mặt phố tại đường Hoàng Ngân,86 m²,51 tỷ,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-nhan-chinh/thu-hut-khach-hang-chat-luong-nhiet-thanh-pr44320806
23/10/2025,Nhà mặt phố tại đường Hoàng Ngân,86 m²,51 tỷ,Sổ đỏ/ Sổ hồng,8.0,8.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-thanh-xuan-bac/ban-9-tang-thang-may-86m2-53-ty-pr43365677
20/10/2025,Nhà mặt phố tại đường Hoàng Ngân,90 m²,43 tỷ,Sổ đỏ/ Sổ hồng,4.0,6.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-trung-hoa-4/ban-cau-giay-90m2-x-6-tang-mt-4-7m-gia-43-ty-via-he-5m-day-du-pccc-gpxd-pr43880270
25/10/2025,Nhà mặt phố tại đường Hoàng Ngân,225 m²,199 tỷ,Một sổ chính chủ,,,Hoàn thiện nội thất cao cấp.,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-trung-hoa-4/ban-nguyen-thi-dinh-dien-tich-225m-x-9-tang-tien-15m-pr44193541
30/10/2025,Nhà mặt phố tại đường Hoàng Ngân,90 m²,50 tỷ,Sổ đỏ/ Sổ hồng,9.0,9.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-trung-hoa-4/sieu-hiem-dep-gia-tot-85m2-x-9-tang-mt-5-5m-gia-32-ty-hiem-co-kho-tim-pr43631924
30/10/2025,Nhà mặt phố tại đường Hoàng Như Tiếp,85 m²,"43,95 tỷ","Sổ đỏ chính chủ, trước sau như một giao dịch nhanh gọn.",5.0,7.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-nhu-tiep-phuong-bo-de/-kinh-doanh-100m2-3-t-8-tang-thang-may-full-noi-that-pr44411354
26/10/2025,Nhà mặt phố tại đường Hoàng Quốc Việt,220 m²,95 tỷ,Sổ đỏ/ Sổ hồng,31.0,33.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-toa-building-2-ham-7-noi-kinh-doanh-van-ng-can-ho-dich-vu-sieu-dong-tien-pr44030901
24/10/2025,Nhà mặt phố tại đường Hoàng Văn Thái,145 m²,"49,9 tỷ",Sổ đỏ/sổ hồng.,,,"Nhà lắp điều hòa riêng biệt từng sàn, khu vệ sinh và công tơ riêng từng tầng.",https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thai-phuong-khuong-mai/ban-toa-ng-dien-tich-145m2-9-tang-thang-may-chi-45-ty-pr42417294
27/10/2025,Nhà mặt phố tại đường Hồng Hà,60 m²,"26,5 tỷ",,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hong-ha-phuong-phuc-tan/ban-7-tang-dien-tich-60m2-tien-5m-khu-noi-pr44382427
23/10/2025,Nhà mặt phố tại đường Hồng Hà,60 m²,"26,5 tỷ",Sổ đỏ/ Sổ hồng,6.0,7.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hong-ha-phuong-phuc-tan/ban-hoan-kiem-noi-dt-60m-7-tang-6pn-fulll-noi-tt-gia-26-5-ty-pr44359477
26/10/2025,Nhà mặt phố tại đường Huỳnh Thúc Kháng,82 m²,37 tỷ,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-thuc-khang-phuong-lang-ha/ban-82m-o-to-kinh-doanh-sam-uat-via-he-2-thoang-thong-nhieu-pho-pr44377852
29/10/2025,Nhà mặt phố tại đường Huỳnh Thúc Kháng,72 m²,45 tỷ,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-thuc-khang-phuong-lang-thuong/ban-o-goc-3-thoang-dien-tich-72m2-xay-7-tang-thang-may-pr44340643
26/10/2025,Nhà mặt phố tại đường Khuất Duy Tiến,191 m²,68 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-nhan-chinh/gia-dinh-can-ban-can-156-191m-lo-goc-mt-9m-gia-68-ty-pr44357012
26/10/2025,Nhà mặt phố tại đường Khuất Duy Tiến,130 m²,108 tỷ,Sổ đỏ/ Sổ hồng,8.0,8.0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-thanh-xuan-bac/ban-toa-building-9-tang-sieu-khung-ha-noi-pr44378879
26/10/2025,Nhà mặt phố tại đường Khuất Duy Tiến,95 m²,42 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-thanh-xuan-bac/lo-goc-mp-95m-x-9t-42-ty-thang-may-moi-pr44378767
24/10/2025,Nhà mặt phố tại đường Khuất Duy Tiến,"51,3 m²",21 tỷ,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-thanh-xuan-trung/ban-nga-tu-nguyen-trai-oto-tranh-kinh-doanh-dong-pr43694319
24/10/2025,Nhà mặt phố tại đường Khuất Duy Tiến,120 m²,89 tỷ,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khuat-duy-tien-phuong-trung-hoa-4/ban-toa-van-ng-120m2-x-1-ham-9-noi-o-goc-3-thoang-pr44359717
15/10/2025,Nhà mặt phố tại đường Kim Đồng,120 m²,"43,8 tỷ",Sổ đỏ/ Sổ hồng,8.0,8.0,Cơ bản,https://batdongsan.com.vn/ban-nha-mat-pho-duong-kim-dong-phuong-giap-bat/-hm-120m-6-tang-mt8-4m-vi-tri-vang-kd-chap-lo-2-tien-43-8-ty-pr43747103
30/10/2025,Nhà mặt phố tại đường Kim Ngưu,59 m²,28 tỷ,Sổ đỏ/ Sổ hồng,6.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-mat-pho-duong-kim-nguu-phuong-minh-khai/-so-chan-cuc-hiem-ban-giao-thanh-n-2-tien-dt-59m-mt-4-3m-pr44146032
30/10/2025,Nhà mặt phố tại đường Kim Ngưu,75 m²,29 tỷ,,,,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-kim-nguu-phuong-vinh-tuy/-sieu-pham-thang-may-via-he-da-bong-kinh-doanh-dinh-gan-timescyti-gia-re-dau-tu-pr44411904
